name,address,location,price,cuisine,longitude,latitude,award,greenstar,country,city,is_global_hub,is_native,restaurant_density,star_level,recog_level,is_starred,award_level
ALT.a,"109 Bogwang-ro, Yongsan-gu, Seoul, 04391, South Korea","Seoul, South Korea",1,"Vegan, Chinese",126.99446,37.53245,Bib Gourmand,0,South Korea,Seoul,0,0,138,0,2,0,2
Seoryung,"10 Sowol-ro, Jung-gu, Seoul, 04527, South Korea","Seoul, South Korea",1,Memil-guksu,126.97546,37.55857,Bib Gourmand,0,South Korea,Seoul,0,0,87,0,2,0,2
Neungdong Minari,"28 Hangang-daero 40-gil, Yongsan-gu, Seoul, 04386, South Korea","Seoul, South Korea",1,Gomtang,126.97078,37.53008,Bib Gourmand,0,South Korea,Seoul,0,0,82,0,2,0,2
100.1.Pyeongnaeng,"29 Namcheonbada-ro 10 beon-gil, Suyeong-gu, Busan, 48314, South Korea","Busan, South Korea",1,Naengmyeon,129.11164,35.14855,Bib Gourmand,0,South Korea,Busan,0,0,38,0,2,0,2
PILI PILI,"54 Muhak-ro 33 beon-gil, Suyeong-gu, Busan, 48268, South Korea","Busan, South Korea",1,Thai,129.11807,35.16379,Bib Gourmand,0,South Korea,Busan,0,0,40,0,2,0,2
Nagahama Mangetsu,"57 Udong 1-ro, Haeundae-gu, Busan, 48088, South Korea","Busan, South Korea",1,Ramen,129.15748,35.16664,Bib Gourmand,0,South Korea,Busan,0,0,37,0,2,0,2
Egg & Flour,"2F, 35 Shinheung-ro 26-gil, Yongsan-gu, Seoul, 04337, South Korea","Seoul, South Korea",2,Italian,126.984447,37.545342,Bib Gourmand,0,South Korea,Seoul,0,0,95,0,2,0,2
Hyun Udon,"53 Nonhyeon-ro 149-gil, Gangnam-gu, Seoul, 06039, South Korea","Seoul, South Korea",1,Udon,127.02429,37.51698,Bib Gourmand,0,South Korea,Seoul,0,0,118,0,2,0,2
Tasty Cube,"22-8 Yeonsei-ro 5da-gil, Seodaemun-gu, Seoul, 03789, South Korea","Seoul, South Korea",1,Noodles,126.93576,37.55665,Bib Gourmand,0,South Korea,Seoul,0,1,68,0,2,0,2
Niuroumianguan,"75-2 Cheonggyecheon-ro, Jongno-gu, Seoul, 03190, South Korea","Seoul, South Korea",1,Noodles,126.98612,37.56854,Bib Gourmand,0,South Korea,Seoul,0,1,83,0,2,0,2
Gwanghwamun Gukbap,"53 Sejong-daero 21-gil, Jung-gu, Seoul, 04519, South Korea","Seoul, South Korea",1,Dwaeji-gukbap,126.97541,37.5689,Bib Gourmand,0,South Korea,Seoul,0,0,86,0,2,0,2
Limbyungjoo Sandong Kalguksu,"65 Gangnam-daero 37-gil, Seocho-gu, Seoul, 06734, South Korea","Seoul, South Korea",1,Kalguksu,127.02988,37.48458,Bib Gourmand,0,South Korea,Seoul,0,0,87,0,2,0,2
Kyodaiya,"39 Seongji-gil, Mapo-gu, Seoul, 04083, South Korea","Seoul, South Korea",1,Udon,126.91317,37.54681,Bib Gourmand,0,South Korea,Seoul,0,0,28,0,2,0,2
Jaha Son Mandu,"12 Baekseokdong-gil, Jongno-gu, Seoul, 03020, South Korea","Seoul, South Korea",1,Mandu,126.96603,37.59309,Bib Gourmand,0,South Korea,Seoul,0,0,47,0,2,0,2
Hwa Hae Dang,"15 Gukhoe-daero 62-gil, Yeongdeungpo-gu, Seoul, 07236, South Korea","Seoul, South Korea",2,Gejang,126.91706,37.52689,Bib Gourmand,0,South Korea,Seoul,0,0,25,0,2,0,2
Niurou mian guan zi,"25-4 Suyeong-ro 388 beon-gil, Suyeong-gu, Busan, 48311, South Korea","Busan, South Korea",1,Taiwanese,129.10842,35.14029,Bib Gourmand,0,South Korea,Busan,0,0,32,0,2,0,2
Damiok,"#103, 15 Bokji-ro, Busanjin-gu, Busan, 47328, South Korea","Busan, South Korea",1,Naengmyeon,129.02054,35.15186,Bib Gourmand,0,South Korea,Busan,0,0,10,0,2,0,2
ANAM,"10 Bukchon-ro 5-gil, Jongno-gu, Seoul, 03055, South Korea","Seoul, South Korea",1,Dwaeji-gukbap,126.98446,37.57939,Bib Gourmand,0,South Korea,Seoul,0,0,61,0,2,0,2
Yakitori Onjung,"9-7 Dongcheon-ro 108 beon-gil, Busanjin-Gu, Busan, 47247, South Korea","Busan, South Korea",1,Yakitori,129.06284,35.15866,Bib Gourmand,0,South Korea,Busan,0,0,19,0,2,0,2
Kyewol,"8 Seongdeokjeong 3-gil, Seongdong-gu, Seoul, 04774, South Korea","Seoul, South Korea",1,Gomtang,127.04762,37.53952,Bib Gourmand,0,South Korea,Seoul,0,0,105,0,2,0,2
Cor Pasta bar,"2F, 13 Dongseong-ro 25 beon-gil, Busanjin-gu, Busan, 47305, South Korea","Busan, South Korea",1,Italian,129.06769,35.15264,Bib Gourmand,0,South Korea,Busan,0,0,25,0,2,0,2
Tokyo Babsang,"34-6 Namcheonbada-ro, Suyeong-gu, Busan, 48304, South Korea","Busan, South Korea",1,Unagi / Freshwater Eel,129.11386,35.14839,Bib Gourmand,0,South Korea,Busan,0,0,39,0,2,0,2
Anmok,"3 Gwangnam-ro 22 beon-gil, Suyeong-gu, Busan, 48307, South Korea","Busan, South Korea",1,Dwaeji-gukbap,129.11076,35.14492,Bib Gourmand,0,South Korea,Busan,0,0,36,0,2,0,2
Buda Myeonoak,"2F, 36 Jungdong 1-ro, Haeundae-gu, Busan, 48095, South Korea","Busan, South Korea",1,Naengmyeon,129.16298,35.16237,Bib Gourmand,0,South Korea,Busan,0,0,35,0,2,0,2
Canalha,"Rua da Junqueira 207, Lisbon, 1300-338, Portugal","Lisbon, Portugal",2,"Farm to table, Portuguese",-9.1932121,38.6975339,Bib Gourmand,0,Portugal,Lisbon,0,1,26,0,2,0,2
Marques de Marialva,"Largo do Romal 16, Cantanhede, 3060-129, Portugal","Cantanhede, Portugal",1,Traditional Cuisine,-8.5928624,40.3486037,Bib Gourmand,0,Portugal,Cantanhede,0,0,0,0,2,0,2
Flora,"Grão Vasco 21, Viseu, 3500-138, Portugal","Viseu, Portugal",2,Modern Cuisine,-7.9121616,40.6595756,Bib Gourmand,0,Portugal,Viseu,0,0,0,0,2,0,2
Patio 44,"Passeio De São Lázaro, 44, Porto, 4000 508, Portugal","Porto, Portugal",1,Traditional Cuisine,-8.6022694,41.146449,Bib Gourmand,0,Portugal,Porto,0,0,20,0,2,0,2
PODA,"Rua Sacadura Cabral 25, Montemor-o-Novo, 7050 304, Portugal","Montemor-o-Novo, Portugal",1,Regional Cuisine,-8.2150977,38.6494423,Bib Gourmand,0,Portugal,Montemor-o-Novo,0,0,1,0,2,0,2
OMA,"Rua De Oliveira Monteiro, 183, Porto, 4050-442, Portugal","Porto, Portugal",2,"Contemporary, Traditional Cuisine",-8.6219839,41.1576644,Bib Gourmand,0,Portugal,Porto,0,0,22,0,2,0,2
Terruja,"Largo Dom Nuno Álvares Pereira, 173, Alvados, 2485-017, Portugal","Alvados, Portugal",2,Creative,-8.715392,39.542018,Bib Gourmand,0,Portugal,Alvados,0,0,0,0,2,0,2
Camelo,"Rua de Santa Marta 119, Viana do Castelo, 4925-104, Portugal","Viana do Castelo, Portugal",1,Regional Cuisine,-8.772368,41.7093706,Bib Gourmand,0,Portugal,Viana do Castelo,0,0,0,0,2,0,2
Tasquinha da Linda,"Rua dos Mareantes A-10, Viana do Castelo, 4900-351, Portugal","Viana do Castelo, Portugal",2,Seafood,-8.8366845,41.6887829,Bib Gourmand,0,Portugal,Viana do Castelo,0,0,0,0,2,0,2
Solar do Forcado,"Rua Candido dos Reis 14, Portalegre, 7300-129, Portugal","Portalegre, Portugal",1,Traditional Cuisine,-7.4294786,39.2907546,Bib Gourmand,0,Portugal,Portalegre,0,0,0,0,2,0,2
O Tipico,"Rua Doutor Manuel Alegre 42, Águeda, 3750-139, Portugal","Águeda, Portugal",1,Traditional Cuisine,-8.4427506,40.5761576,Bib Gourmand,0,Portugal,Águeda,0,0,0,0,2,0,2
Dori,"Rua das Companhas - Costa Nova do Prado, Gafanha da Encarnação, 3830-000, Portugal","Gafanha da Encarnação, Portugal",2,Seafood,-8.7496672,40.6110012,Bib Gourmand,0,Portugal,Gafanha da Encarnação,0,0,0,0,2,0,2
Casal da Penha,"Rua Penha de França - Beco do Ataíde n.1, Funchal, 9000-014, Portugal","Funchal, Portugal",2,Portuguese,-16.919317,32.642883,Bib Gourmand,0,Portugal,Funchal,0,1,9,0,2,0,2
O Javali,"Quinta do Reconco 6, Bragança, 5300-245, Portugal","Bragança, Portugal",2,Regional Cuisine,-6.7476006,41.83615,Bib Gourmand,0,Portugal,Bragança,0,0,2,0,2,0,2
Contradicao,"Rua da Cidadela, 92, Bragança, 5300 025, Portugal","Bragança, Portugal",2,Traditional Cuisine,-6.7504612,41.803652,Bib Gourmand,0,Portugal,Bragança,0,0,2,0,2,0,2
Solar do Bacalhau,"Rua da Sota 10, Coimbra, 3000-392, Portugal","Coimbra, Portugal",1,Portuguese,-8.4309703,40.2085689,Bib Gourmand,0,Portugal,Coimbra,0,1,3,0,2,0,2
Xtoria,"Rua Guilherme Gomes Fernandes 17, Setúbal, 2900-395, Portugal","Setúbal, Portugal",1,Contemporary,-8.9010617,38.52043,Bib Gourmand,0,Portugal,Setúbal,0,0,0,0,2,0,2
Casa Chef Victor Felisberto,"Rua Francisco Ferreira da Mata 99, Abrantes, 2200-223, Portugal","Abrantes, Portugal",2,"Meats and Grills, Regional Cuisine",-8.1986648,39.469672,Bib Gourmand,0,Portugal,Abrantes,0,0,1,0,2,0,2
3 Pipos,"Rua de Santo Amaro 966, Tonda, 3460-479, Portugal","Tonda, Portugal",2,Regional Cuisine,-8.0718486,40.4971827,Bib Gourmand,0,Portugal,Tonda,0,0,0,0,2,0,2
Pigmeu,"Rua do 4 De Infantaria 68, Lisbon, 1350-274, Portugal","Lisbon, Portugal",2,Portuguese,-9.1647965,38.7199129,Bib Gourmand,0,Portugal,Lisbon,0,1,37,0,2,0,2
Inato Bistro,"Praça do Município 7, Braga, 4700 435, Portugal","Braga, Portugal",2,Contemporary,-8.4276001,41.5508866,Bib Gourmand,0,Portugal,Braga,0,0,3,0,2,0,2
Olaias,"Rua Abade Pedro 2 - Centro de Artes e Espectáculos, Figueira da Foz, 3080 081, Portugal","Figueira da Foz, Portugal",2,"Portuguese, Rice Dishes",-8.8604194,40.153035,Bib Gourmand,0,Portugal,Figueira da Foz,0,1,0,0,2,0,2
Carnal,"Rua da Misericordia 78, Lisbon, 1200 273, Portugal","Lisbon, Portugal",2,Mexican,-9.1430035,38.7124157,Bib Gourmand,0,Portugal,Lisbon,0,0,36,0,2,0,2
Norma,"Rua Doutor José Sampaio 35, Guimaraes, 4810 275, Portugal","Guimaraes, Portugal",2,"Creative, Portuguese",-8.2903949,41.4426405,Bib Gourmand,0,Portugal,Guimaraes,0,1,4,0,2,0,2
Zunzum Gastrobar,"Avenida Infante D. Henrique. Doca do Jardim do Tabaco, Lisbon, 1100-651, Portugal","Lisbon, Portugal",2,Contemporary,-9.1241681,38.7120997,Bib Gourmand,0,Portugal,Lisbon,0,0,35,0,2,0,2
Oficio - Wine & Dining Room,"Rua Nova da Trindade 11, Lisbon, 1200-301, Portugal","Lisbon, Portugal",2,Traditional Cuisine,-9.1425152,38.7122215,Bib Gourmand,0,Portugal,Lisbon,0,0,36,0,2,0,2
Lilli Wirtshaus,"Hauptplatz 9, Fehring, 8350, Austria","Fehring, Austria",2,Regional Cuisine,16.0105839,46.9355636,Bib Gourmand,0,Austria,Fehring,0,0,2,0,2,0,2
Secco,"Eugenstraße 3, Hall in Tirol, 6060, Austria","Hall in Tirol, Austria",2,"Regional Cuisine, Asian Influences",11.508235,47.2811622,Bib Gourmand,0,Austria,Hall in Tirol,0,0,1,0,2,0,2
Worgotter - Wirtshaus,"Marktplatz 40, Ligist, 8563, Austria","Ligist, Austria",2,"Regional Cuisine, Seasonal Cuisine",15.2068683,46.993731,Bib Gourmand,0,Austria,Ligist,0,0,1,0,2,0,2
Freigeist,"Raiffeisenstraße 4, Lustenau, 6890, Austria","Lustenau, Austria",2,Farm to table,9.6580146,47.4252658,Bib Gourmand,0,Austria,Lustenau,0,0,1,0,2,0,2
Schlosskeller Wirtshaus,"Seggaubergstraße 5, Leibnitz, 8430, Austria","Leibnitz, Austria",2,"Farm to table, Regional Cuisine",15.5243311,46.778253,Bib Gourmand,0,Austria,Leibnitz,0,0,2,0,2,0,2
Landgasthof Hinterleithner,"Weinserstraße 95, Hofamt Priel, 3681, Austria","Hofamt Priel, Austria",2,Asian and Western,15.02337,48.19657,Bib Gourmand,0,Austria,Hofamt Priel,0,0,0,0,2,0,2
Gottfried,"Hofgasse 5, Linz, 4020, Austria","Linz, Austria",2,"Regional Cuisine, Seasonal Cuisine",14.2854304,48.3058629,Bib Gourmand,0,Austria,Linz,0,0,6,0,2,0,2
Ziegelwerk Gasthaus,"Ziegelofengasse 28, Wimpassing an der Leitha, 2485, Austria","Wimpassing an der Leitha, Austria",2,Regional Cuisine,16.4304259,47.9148374,Bib Gourmand,1,Austria,Wimpassing an der Leitha,0,0,0,0,2,0,2
Mohrenwirt,"Mariahilferstraße 16, Graz, 8020, Austria","Graz, Austria",2,"Regional Cuisine, Seasonal Cuisine",15.4336253,47.0721753,Bib Gourmand,0,Austria,Graz,0,0,12,0,2,0,2
Scherer,"Dorf 145, Obertilliach, 9942, Austria","Obertilliach, Austria",2,Regional Cuisine,12.609723,46.709563,Bib Gourmand,0,Austria,Obertilliach,0,0,0,0,2,0,2
Die Schmiede,"Pfaffing 7, Pfaffing, 4870, Austria","Pfaffing, Austria",2,"Austrian, Farm to table",13.4822103,48.0179084,Bib Gourmand,0,Austria,Pfaffing,0,1,0,0,2,0,2
Mocking das Wirtshaus,"Hahnenkammstraße 8, Kitzbühel, 6370, Austria","Kitzbühel, Austria",2,"Regional Cuisine, Modern Cuisine",12.3879337,47.4428542,Bib Gourmand,0,Austria,Kitzbühel,0,0,5,0,2,0,2
Malerwinkl,"Hatzendorf 152, Fehring, 8361, Austria","Fehring, Austria",2,Contemporary,16.0062398,46.980077,Bib Gourmand,0,Austria,Fehring,0,0,2,0,2,0,2
Chez Bernard,"Mariahilfer Straße 71A, Vienna, 1060, Austria","Vienna, Austria",2,French Contemporary,16.35066,48.19842,Bib Gourmand,0,Austria,Vienna,0,0,62,0,2,0,2
s'Morent,"Zöblen 14, Zöblen, 6677, Austria","Zöblen, Austria",2,"Regional Cuisine, Seasonal Cuisine",10.4797987,47.5080173,Bib Gourmand,1,Austria,Zöblen,0,0,0,0,2,0,2
Meierei im Stadtpark,"Am Heumarkt 2a, Vienna, 1030, Austria","Vienna, Austria",2,Austrian,16.3811943,48.2045237,Bib Gourmand,0,Austria,Vienna,0,1,63,0,2,0,2
Mochi,"Praterstraße 15, Vienna, 1020, Austria","Vienna, Austria",2,Japanese,16.3819275,48.2134559,Bib Gourmand,0,Austria,Vienna,0,0,61,0,2,0,2
Das Pfleger,"Dorf 15, Anras, 9912, Austria","Anras, Austria",2,"Seasonal Cuisine, Modern Cuisine",12.557035,46.7721268,Bib Gourmand,0,Austria,Anras,0,0,0,0,2,0,2
Ernele,"Heideggen 311, Hittisau, 6952, Austria","Hittisau, Austria",2,"Regional Cuisine, Seasonal Cuisine",9.9640624,47.4564585,Bib Gourmand,1,Austria,Hittisau,0,0,4,0,2,0,2
Gasthaus Zum frohlichen Arbeiter,"Quergasse 98, Apetlon, 7143, Austria","Apetlon, Austria",2,Regional Cuisine,16.8360127,47.7428123,Bib Gourmand,0,Austria,Apetlon,0,0,0,0,2,0,2
Gufer 55,"Gufer 55, Brand, 6708, Austria","Brand, Austria",2,Regional European,9.7390311,47.1038767,Bib Gourmand,0,Austria,Brand,0,0,0,0,2,0,2
Fossil,"Kellergasse 6K, Purbach am Neusiedler See, 7083, Austria","Purbach am Neusiedler See, Austria",2,"Regional Cuisine, Seasonal Cuisine",16.6924714,47.9150866,Bib Gourmand,0,Austria,Purbach am Neusiedler See,0,0,1,0,2,0,2
Woracziczky,"Spengergasse 52, Vienna, 1050, Austria","Vienna, Austria",2,Austrian,16.3530574,48.1892562,Bib Gourmand,0,Austria,Vienna,0,1,61,0,2,0,2
LOLA,"Gonzagagasse 14, Vienna, 1010, Austria","Vienna, Austria",2,Spanish,16.3703883,48.2154704,Bib Gourmand,0,Austria,Vienna,0,0,64,0,2,0,2
Thaller - Gasthaus,"Am Kirchplatz 4, Sankt Veit am Vogau, 8423, Austria","Sankt Veit am Vogau, Austria",2,"Regional Cuisine, Seasonal Cuisine",15.625629,46.7465337,Bib Gourmand,1,Austria,Sankt Veit am Vogau,0,0,3,0,2,0,2
Wirtshaus Krainer,"Grazer Straße 12, Langenwang, 8665, Austria","Langenwang, Austria",2,"Regional Cuisine, Seasonal Cuisine",15.6201896,47.5683758,Bib Gourmand,0,Austria,Langenwang,0,0,1,0,2,0,2
Wirtshaus Steirereck am POGUSCH,"Pogusch 21, Turnau, 8625, Austria","Turnau, Austria",2,"Regional Cuisine, Country cooking",15.334073,47.5299618,Bib Gourmand,1,Austria,Turnau,0,0,0,0,2,0,2
Hueber der Wirt in Brundl,"Sankt Georgen an der Leys 18, Sankt Georgen an der Leys, 3282, Austria","Sankt Georgen an der Leys, Austria",2,Country cooking,15.2257842,48.0314107,Bib Gourmand,0,Austria,Sankt Georgen an der Leys,0,0,0,0,2,0,2
Gasthof Adler,"Hof 15, Schwarzenberg, 6867, Austria","Schwarzenberg, Austria",2,Austrian,9.8524072,47.4138916,Bib Gourmand,0,Austria,Schwarzenberg,0,1,1,0,2,0,2
Krispels Genusstheater,"Neusetz 29, Straden, 8345, Austria","Straden, Austria",2,Contemporary,15.9160018,46.8014019,Bib Gourmand,0,Austria,Straden,0,0,1,0,2,0,2
Das Brau,"Am Anger 1, Nußdorf am Attersee, 4865, Austria","Nußdorf am Attersee, Austria",2,Austrian,13.5224787,47.8830733,Bib Gourmand,0,Austria,Nußdorf am Attersee,0,1,1,0,2,0,2
Landgasthof Haslauerhof,"Hauptstraße 17, Haslau an der Donau, 2402, Austria","Haslau an der Donau, Austria",2,Regional Cuisine,16.7162553,48.1179223,Bib Gourmand,0,Austria,Haslau an der Donau,0,0,0,0,2,0,2
Carnozet,"Oberseitestraße 6, Hirschegg, 6992, Austria","Hirschegg, Austria",2,"Country cooking, Regional Cuisine",10.1717676,47.3486478,Bib Gourmand,0,Austria,Hirschegg,0,0,6,0,2,0,2
MAST Weinbistro,"Porzellangasse 53, Vienna, 1090, Austria","Vienna, Austria",2,"Farm to table, Seasonal Cuisine",16.3615955,48.2250717,Bib Gourmand,1,Austria,Vienna,0,0,63,0,2,0,2
Krone Hittisau,"Am Platz 185, Hittisau, 6952, Austria","Hittisau, Austria",2,Regional Cuisine,9.959555,47.4580528,Bib Gourmand,1,Austria,Hittisau,0,0,4,0,2,0,2
Saluti,"Grießstraße 10, Matrei in Osttirol, 9971, Austria","Matrei in Osttirol, Austria",2,"Modern Cuisine, Pizza",12.5342203,46.9962871,Bib Gourmand,0,Austria,Matrei in Osttirol,0,0,1,0,2,0,2
Grundler's Genießer Wirtshaus,"Seestraße 35, Achenkirch, 6215, Austria","Achenkirch, Austria",2,Regional Cuisine,11.7061518,47.5031981,Bib Gourmand,0,Austria,Achenkirch,0,0,1,0,2,0,2
Schwanen,"Kirchdorf 77, Bizau, 6874, Austria","Bizau, Austria",2,Regional Cuisine,9.9279995,47.3690158,Bib Gourmand,1,Austria,Bizau,0,0,0,0,2,0,2
Jerar,"55 Agias Varvaras Street, Athens, 172 35, Greece","Athens, Greece",2,International,23.735155,37.9516,Bib Gourmand,0,Greece,Athens,0,0,29,0,2,0,2
Pharaoh,"54 Solomou, Athens, 10682, Greece","Athens, Greece",2,Greek,23.7307473,37.986981,Bib Gourmand,0,Greece,Athens,0,1,29,0,2,0,2
Cerdo Negro 1985,"5 Vitonos Street, Athens, 11854, Greece","Athens, Greece",2,"Mediterranean Cuisine, Fusion",23.7131767,37.9765714,Bib Gourmand,0,Greece,Athens,0,0,29,0,2,0,2
Akra,"12 Aminta, Athens, 11635, Greece","Athens, Greece",1,"Greek, Contemporary",23.7449303,37.9718849,Bib Gourmand,0,Greece,Athens,0,1,29,0,2,0,2
Fine Mess Smokehouse,"5 Delfon Street, Athens, 10680, Greece","Athens, Greece",2,Barbecue,23.7369194,37.9822573,Bib Gourmand,0,Greece,Athens,0,0,29,0,2,0,2
Nolan,"31-33 Voulis Street, Athens, 10557, Greece","Athens, Greece",1,Fusion,23.7323284,37.9748437,Bib Gourmand,0,Greece,Athens,0,0,29,0,2,0,2
Morel Bistroo,"Toom-Kuninga 21, Tallinn, 10122, Estonia","Tallinn, Estonia",2,Modern Cuisine,24.7361147,59.4265537,Selected Restaurants,0,Estonia,Tallinn,0,0,24,0,1,0,1
TOKO,"Vabaduse Puiestee 1c, Tartu, 51004, Estonia","Tartu, Estonia",2,Modern Cuisine,26.7277293,58.3794043,Selected Restaurants,0,Estonia,Tartu,0,0,2,0,1,0,1
NOA,"Ranna tee 3, Tallinn, 12112, Estonia","Tallinn, Estonia",2,Modern Cuisine,24.8268949,59.495012,Bib Gourmand,0,Estonia,Tallinn,0,0,1,0,2,0,2
Tchaikovsky,"Hotel Telegraaf, Vene 9, Tallinn, 10123, Estonia","Tallinn, Estonia",3,"Modern Cuisine, Russian",24.7473496,59.4377615,Selected Restaurants,0,Estonia,Tallinn,0,0,24,0,1,0,1
Lee Brasserie,"Uus 31, Tallinn, 10111, Estonia","Tallinn, Estonia",2,"Asian Influences, Modern Cuisine",24.7494223,59.441047,Selected Restaurants,0,Estonia,Tallinn,0,0,24,0,1,0,1
Osteria il Cru,"Hotel Cru, Viru 8, Tallinn, 10104, Estonia","Tallinn, Estonia",2,Italian,24.7477757,59.4367473,Selected Restaurants,0,Estonia,Tallinn,0,0,24,0,1,0,1
Fotografiska,"Telliskivi 60a/8, Tallinn, 10412, Estonia","Tallinn, Estonia",2,Modern Cuisine,24.7287568,59.4382631,Selected Restaurants,1,Estonia,Tallinn,0,0,24,0,1,0,1
VOIVOI,"Liivalaia 36, Tallinn, 10132, Estonia","Tallinn, Estonia",2,Modern Cuisine,24.7604468,59.4307796,Selected Restaurants,0,Estonia,Tallinn,0,0,23,0,1,0,1
Hiis,"Tammenõlva 2, Manniva, 74217, Estonia","Manniva, Estonia",4,Modern Cuisine,25.1324938,59.4792505,Selected Restaurants,1,Estonia,Manniva,0,0,0,0,1,0,1
Joyce,"V Spaa Hotell, Riia 2, Tartu, 51004, Estonia","Tartu, Estonia",2,Modern Cuisine,26.7282274,58.3766297,Selected Restaurants,0,Estonia,Tartu,0,0,2,0,1,0,1
Pull,"Rotermanni 2, Tallinn, 10111, Estonia","Tallinn, Estonia",2,Meats and Grills,24.75881,59.4395107,Selected Restaurants,0,Estonia,Tallinn,0,0,23,0,1,0,1
Wicca,"LaSpa Hotel, Puhkekodu tee 4, Laulasmaa, 76702, Estonia","Laulasmaa, Estonia",2,Modern Cuisine,24.2377328,59.3744849,Selected Restaurants,0,Estonia,Laulasmaa,0,0,0,0,1,0,1
Holm,"Lydia Hotel, Ülikooli 14, Tartu, 51003, Estonia","Tartu, Estonia",2,Modern Cuisine,26.7217518,58.3795843,Selected Restaurants,0,Estonia,Tartu,0,0,2,0,1,0,1
Art Priori,"Olevimägi 7, Tallinn, 10123, Estonia","Tallinn, Estonia",2,Modern Cuisine,24.7479121,59.4400349,Selected Restaurants,0,Estonia,Tallinn,0,0,24,0,1,0,1
Rado,"Vene 7, Tallinn, 10123, Estonia","Tallinn, Estonia",2,Contemporary,24.7470905,59.4375605,Selected Restaurants,0,Estonia,Tallinn,0,0,24,0,1,0,1
RADIO,"Terase 16, Tallinn, 10125, Estonia","Tallinn, Estonia",2,International,24.7720244,59.4349406,Selected Restaurants,0,Estonia,Tallinn,0,0,23,0,1,0,1
AME,"Nunne Boutique Hotel, Nunne 14, Tallinn, 10133, Estonia","Tallinn, Estonia",3,Modern Cuisine,24.7423634,59.4388227,Selected Restaurants,0,Estonia,Tallinn,0,0,24,0,1,0,1
SOO,"Maidla Nature Resort, Maidla Mõis 1, Maidla, 79408, Estonia","Maidla, Estonia",4,Modern Cuisine,24.8971753,59.051638,Selected Restaurants,0,Estonia,Maidla,0,0,0,0,1,0,1
Kolm Sosarat,"Kirikumõisa tee 9, Lüllemäe, 68116, Estonia","Lüllemäe, Estonia",4,Modern Cuisine,26.37397,57.75131,Selected Restaurants,1,Estonia,Lüllemäe,0,0,0,0,1,0,1
Gianni,"Jõe 4a, Tallinn, 10151, Estonia","Tallinn, Estonia",2,Italian,24.764312,59.4390475,Selected Restaurants,0,Estonia,Tallinn,0,0,23,0,1,0,1
Horisont,"Swissôtel, Tornimäe 3, Tallinn, 10145, Estonia","Tallinn, Estonia",3,"Modern Cuisine, European",24.7610676,59.4332098,Selected Restaurants,0,Estonia,Tallinn,0,0,23,0,1,0,1
Mon Repos,"Narva mnt. 92, Tallinn, 10127, Estonia","Tallinn, Estonia",2,Modern Cuisine,24.7868407,59.4409706,Selected Restaurants,0,Estonia,Tallinn,0,0,23,0,1,0,1
Moon,"Telliskivi 60/4, Tallinn, 10412, Estonia","Tallinn, Estonia",2,Traditional Cuisine,24.7319851,59.4397067,Selected Restaurants,0,Estonia,Tallinn,0,0,24,0,1,0,1
Mere 38,"Mere 38, Võsu, 45501, Estonia","Võsu, Estonia",2,Modern Cuisine,25.9607297,59.5763779,Selected Restaurants,0,Estonia,Võsu,0,0,0,0,1,0,1
Koyo,"The Burman Hotel, Dunkri 8, Tallinn, 10123, Estonia","Tallinn, Estonia",4,Japanese,24.7433237,59.4369666,Selected Restaurants,0,Estonia,Tallinn,0,0,24,0,1,0,1
Shang Shi,"The Burman Hotel, Rataskaevu 5, Tallinn, 10123, Estonia","Tallinn, Estonia",2,Cantonese,24.7430366,59.4371874,Selected Restaurants,0,Estonia,Tallinn,0,0,24,0,1,0,1
Barbarea,"Marati 5, Tallinn, 11713, Estonia","Tallinn, Estonia",2,Modern Cuisine,24.6749609,59.4559963,Selected Restaurants,0,Estonia,Tallinn,0,0,15,0,1,0,1
R14,"Rotermanni 14, Tallinn, 10111, Estonia","Tallinn, Estonia",2,Mediterranean Cuisine,24.7577528,59.4388842,Selected Restaurants,0,Estonia,Tallinn,0,0,23,0,1,0,1
Puri,"Nooda tee 8, Tallinn, 13516, Estonia","Tallinn, Estonia",2,Modern Cuisine,24.60462,59.44841,Selected Restaurants,0,Estonia,Tallinn,0,0,1,0,1,0,1
Rado Haapsalu,"Posti 7, Haapsalu, 90502, Estonia","Haapsalu, Estonia",2,Traditional Cuisine,23.538496,58.9446465,Selected Restaurants,0,Estonia,Haapsalu,0,0,0,0,1,0,1
Paju Villa,"Vabaduse puiestee 88, Tallinn, 11617, Estonia","Tallinn, Estonia",2,Modern Cuisine,24.6860807,59.3778479,Selected Restaurants,0,Estonia,Tallinn,0,0,0,0,1,0,1
Herrenhaus,"Herrengasse 17, Wasserburg am Inn, 83512, Germany","Wasserburg am Inn, Germany",3,Farm to table,12.2326424,48.0612626,Selected Restaurants,0,Germany,Wasserburg am Inn,0,0,1,0,1,0,1
La Maison d'Avignon,"Arnoldstraße 2, Hamburg, 22765, Germany","Hamburg, Germany",3,"French, Provencal",9.9305312,53.5496799,Selected Restaurants,0,Germany,Hamburg,0,0,42,0,1,0,1
GRETA OTO Munich,"Karlsplatz 25, Munich, 80335, Germany","Munich, Germany",3,"Latin American, International",11.56473,48.1395918,Selected Restaurants,0,Germany,Munich,0,0,60,0,1,0,1
Brasserie Colette Tim Raue,"Klenzestraße 72, Munich, 80469, Germany","Munich, Germany",3,"French, Classic Cuisine",11.5699476,48.126953,Selected Restaurants,0,Germany,Munich,0,0,57,0,1,0,1
